link,title,author,provider,date
https://tw.news.yahoo.com/%E7%9F%B3%E7%9F%A5%E7%94%B0%E8%A2%AB%E6%97%A5%E6%9C%AC%E7%B2%89%E7%B5%B2%E6%84%9F%E5%8B%95%E5%88%B0-%E5%BF%83%E8%87%9F%E7%88%86%E6%93%8A-%E9%A0%824%E5%BA%A6%E4%BD%8E%E6%BA%AB%E5%9C%A8%E6%BE%80%E8%B0%B7%E8%A1%97%E9%A0%AD%E6%85%A2%E8%B7%91-%E6%8F%AD%E8%BA%AB%E9%AB%94%E7%9C%9F%E5%AF%A6%E8%AE%8A%E5%8C%96-080700427.html,石知田被日本粉絲感動到「心臟爆擊」 頂4度低溫在澀谷街頭慢跑！揭身體真實變化,鏡報 杜沛學,鏡報,2026-02-26T16:07:00+08:00
https://tw.news.yahoo.com/228%E9%80%A3%E5%81%87%E6%98%8E%E7%99%BB%E5%A0%B4-%E4%B8%AD%E5%B8%82%E6%94%B6%E9%81%8B%E5%9E%83%E5%9C%BE%E8%B3%87%E8%A8%8A%E7%9C%8B%E9%80%99%E8%A3%A1-080700532.html,228連假明登場 中市收運垃圾資訊看這裡,蔡淑媛,自由時報,2026-02-26T16:07:00+08:00
https://tw.news.yahoo.com/%E5%96%AE%E8%BA%AB%E6%83%B3%E5%A9%9A%E9%8C%AF%E4%BA%86%E5%97%8E-%E6%88%91%E7%8D%A8%E8%87%AA%E8%9C%9C%E6%9C%88-%E5%BD%B1%E5%8F%B2%E6%9C%80%E6%85%98%E7%8D%A8%E9%81%8A-080700286.html,單身想婚錯了嗎 《我獨自蜜月》影史最慘獨遊,娛樂組,鏡週刊Mirror Media,2026-02-26T16:07:00+08:00
https://tw.news.yahoo.com/%E5%8F%B0%E7%81%A3%E7%AC%AC-%E5%90%8D%E9%86%AB%E9%99%A2%E4%B8%8D%E6%98%AF%E5%8F%B0%E5%A4%A7-%E5%85%A8%E7%90%83%E6%9C%80%E4%BD%B3%E9%86%AB%E9%99%A2%E6%8E%92%E5%90%8D%E5%87%BA%E7%88%90-%E9%80%99%E9%96%93%E6%88%90%E5%8A%9F%E8%9F%AC%E8%81%AF%E5%85%A8%E5%8F%B0%E5%86%A0%E8%BB%8D-080704245.html,台灣第一名醫院不是台大！全球最佳醫院排名出爐 這間成功蟬聯全台冠軍,黃天如,風傳媒,2026-02-26T16:07:04+08:00
https://tw.news.yahoo.com/%E6%80%A7%E5%88%A5%E8%96%AA%E8%B3%87%E5%B7%AE%E8%B7%9D%E4%BB%8D%E5%9C%A8-%E5%A5%B3%E6%80%A7%E5%B9%B3%E5%9D%87%E5%BE%97%E5%A4%9A%E5%B7%A5%E4%BD%9C59%E5%A4%A9%E6%89%8D%E5%90%8C%E8%96%AA-080704014.html,性別薪資差距仍在！女性平均得多工作59天才同薪,周刊王CTWANT |邱柏玟,CTWANT,2026-02-26T16:07:04+08:00
https://tw.news.yahoo.com/%E6%9C%80%E6%96%B0-%E8%88%8A%E7%85%A7%E9%80%A0%E5%81%87%E5%AE%B3%E5%85%A8%E5%8F%B0%E8%B1%AC%E7%98%9F-%E4%B8%AD%E6%AA%A2%E8%B5%B7%E8%A8%B4-%E6%B4%BD%E8%88%88%E7%95%9C%E7%89%A7%E5%A0%B4-%E7%88%B6%E5%AD%90%E6%AA%94-144654847.html,舊照造假害全台豬瘟！中檢起訴「洽興畜牧場」父子檔 豬農之子羈押禁見,民視新聞網,民視,2026-02-26T16:07:07+08:00
https://tw.news.yahoo.com/%E5%BD%B1-%E7%A6%8F%E7%89%B9%E8%99%9F%E8%88%AA%E6%AF%8D%E9%A9%9A%E7%88%86-%E5%BB%81%E6%89%80%E5%8D%B1%E6%A9%9F-%E5%B0%8F%E8%89%A6%E9%95%B7-%E4%B8%AD%E6%9D%B1%E6%88%B0%E7%95%A5%E9%83%A8%E7%BD%B2%E6%81%90%E6%B7%BB%E8%AE%8A%E6%95%B8-080709396.html,影/福特號航母驚爆「廁所危機」？小艦長：中東戰略部署恐添變數,苗珮瑩,中天新聞網,2026-02-26T16:07:09+08:00
https://tw.news.yahoo.com/%E5%B9%B4%E5%88%9D%E4%B8%89%E5%88%AE%E4%B8%AD20%E8%90%AC%E5%A5%B3%E5%9A%87%E8%85%BF%E8%BB%9F-%E8%AD%A6%E4%BA%BA%E8%82%89%E8%AD%B7%E9%88%94%E9%99%AA%E5%A5%B9%E5%9B%9E%E5%AE%B6-092803282.html,年初三刮中20萬女嚇腿軟 警人肉護鈔陪她回家,民視新聞網,民視,2026-02-26T16:07:11+08:00
https://tw.news.yahoo.com/%E4%BB%8A%E5%B9%B4%E5%85%A8%E5%A4%A7%E9%81%8B%E8%81%96%E7%81%AB%E5%89%8D%E9%80%B2%E9%B9%BF%E6%9E%97%E5%A4%A9%E6%96%87%E5%8F%B0-%E9%BB%9E%E7%87%83%E9%9D%92%E6%98%A5%E6%A6%AE%E8%80%80-080711392.html,今年全大運聖火前進鹿林天文台 點燃青春榮耀,楊雨青,中央廣播電台,2026-02-26T16:07:11+08:00
https://tw.news.yahoo.com/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%A4%B1%E5%AE%882000%E5%85%83-%E5%9C%96-080736915.html,台積電失守2000元 (圖),The Central News Agency 中央通訊社,中央社,2026-02-26T16:07:36+08:00
https://tw.news.yahoo.com/%E9%9B%A2%E8%AD%9C%E4%BA%82%E5%BD%88-%E9%A1%A7%E5%AE%A2%E6%9A%B4%E8%B5%B0%E6%8B%8D%E6%A1%8C-%E5%BD%88%E4%B8%9F%E9%AA%A8%E9%A0%AD-%E5%BB%9A%E9%A4%98%E5%80%92%E6%A1%8C%E9%9D%A2-093059226.html,離譜亂彈！ 顧客暴走拍桌.彈丟骨頭.廚餘倒桌面,民視新聞網,民視,2026-02-26T16:07:39+08:00
https://tw.news.yahoo.com/%E9%80%80%E8%B2%A8%E4%B8%8D%E6%88%90%E9%81%AD%E8%82%89%E6%90%9C-%E5%A5%B3%E7%99%BC%E6%96%87%E6%8E%A7-%E8%B6%85%E8%AE%8A%E6%85%8B-%E6%9C%8D%E9%A3%BE%E5%90%8D%E5%BA%97%E5%9B%9E%E6%87%89%E4%BA%86-151055153.html,換貨不成遭肉搜？女發文控「超變態」 服飾名店回應了,民視新聞網,民視,2026-02-26T16:07:46+08:00
https://tw.news.yahoo.com/%E3%80%8A%E5%88%BA%E5%AE%A2%E6%95%99%E6%A2%9D%E3%80%8B%E9%96%8B%E7%99%BC%E4%B8%AD%E6%96%B0%E4%BD%9C%E3%80%8Chexe%E3%80%8D%E5%89%B5%E6%84%8F%E7%B8%BD%E7%9B%A3%E9%9B%A2%E8%81%B7%EF%BC%8C%E7%94%B1%E3%80%8A%E9%BB%91%E6%97%97%E3%80%8B%E8%80%81%E5%B0%87%E6%8E%A5%E6%89%8B%E8%B2%A0%E8%B2%AC-080751851.html,《刺客教條》開發中新作「Hexe」創意總監離職，由《黑旗》老將接手負責,MrSun,Yahoo遊戲編輯部,2026-02-26T16:07:51+08:00
https://tw.news.yahoo.com/%E9%AB%98%E9%9B%84%E5%A5%B3%E4%BF%9D%E5%85%A8%E4%B8%8A%E7%8F%AD%E9%81%AD%E7%94%B7%E5%8F%8B%E6%8C%81%E5%88%80%E7%8B%82%E7%A0%8D-%E9%87%8D%E5%82%B7%E9%80%81%E9%86%AB%E6%90%B6%E6%95%91-080753981.html,高雄女保全上班遭男友持刀狂砍 重傷送醫搶救,塗豐駿,中天新聞網,2026-02-26T16:07:53+08:00
https://tw.news.yahoo.com/%E8%8B%97%E6%A0%97%E8%8A%B1%E6%B5%B7%E7%BE%8E-%E9%8A%85%E9%91%BC%E7%82%AE%E4%BB%97%E8%8A%B1%E7%9B%9B%E6%94%BE-%E4%B8%89%E7%BE%A9%E9%81%8A%E5%AE%A2%E6%BC%AB%E6%AD%A5%E6%AB%BB%E8%8A%B1%E6%9E%97-093703615.html,苗栗花海美! 銅鑼炮仗花盛放 三義遊客漫步櫻花林,民視新聞網,民視,2026-02-26T16:07:54+08:00
https://tw.news.yahoo.com/%E5%9C%8B%E6%B0%91%E9%BB%A8%E5%8C%97%E5%B8%82%E8%AD%B0%E5%93%A1%E5%88%9D%E9%81%B8%E6%99%82%E7%A8%8B%E5%85%AC%E5%91%8A-3%E6%9C%88%E4%B8%8B%E6%97%AC-4%E6%9C%88%E5%88%9D%E5%88%86%E5%85%A9%E6%A2%AF%E6%AC%A1%E7%99%BB%E8%A8%98-080756315.html,國民黨北市議員初選時程公告 3月下旬、4月初分兩梯次登記,徐佑昇,中時新聞網,2026-02-26T16:07:56+08:00
https://tw.news.yahoo.com/ella%E9%96%8B%E5%B7%A5%E9%A9%9A%E6%9B%9D-%E8%85%B3%E8%B6%BE%E7%99%BC%E7%B4%AB-%E8%B6%B4%E5%BA%8A%E6%8C%A8%E9%87%9D%E5%82%B7%E5%8F%A3%E6%85%98%E6%BB%B2%E8%A1%80-%E9%9C%87%E6%92%BC%E7%95%AB%E9%9D%A2%E5%85%A8%E6%9B%9D%E5%85%89-080800273.html,Ella開工驚曝「腳趾發紫」！趴床挨針傷口慘滲血 震撼畫面全曝光,三立新聞網,三立新聞網 setn.com,2026-02-26T16:08:00+08:00
https://tw.news.yahoo.com/%E6%9D%8E%E8%B2%9E%E7%A7%80%E6%A1%88-%E4%B8%AD%E9%81%B8%E6%9C%83-%E8%8B%A5%E8%87%AA%E5%A7%8B%E7%95%B6%E9%81%B8%E7%84%A1%E6%95%88%E4%BE%9D%E6%B3%95%E5%B0%B1%E4%BA%8B%E8%AD%89%E8%99%95%E7%90%86-080801470.html,李貞秀案 中選會：若自始當選無效依法就事證處理,The Central News Agency 中央通訊社,中央社,2026-02-26T16:08:01+08:00
https://tw.news.yahoo.com/%E6%B3%B0%E5%8D%9A%E7%A7%91%E6%8A%80%E9%81%AD%E6%8E%A7%E4%BE%B5%E5%AE%B3%E5%8B%9E%E6%AC%8A-%E5%85%AC%E5%8F%B8%E5%87%BA%E9%9D%A2%E9%A7%81%E6%96%A5-%E5%B0%91%E6%95%B8%E4%BA%BA%E5%B8%B6%E9%A0%AD%E6%90%97%E4%BA%82-%E5%BD%B1%E9%9F%BF%E5%8B%9E%E5%B7%A5%E5%A3%AB%E6%B0%A3-074707677.html,泰博科技遭控侵害勞權 公司出面駁斥:少數人帶頭搗亂 影響勞工士氣,民視新聞網,民視,2026-02-26T16:08:14+08:00
https://tw.news.yahoo.com/%E6%97%A5%E8%A3%BD%E6%B5%B7%E5%98%AF%E6%8F%90%E7%90%B4%E5%86%8D%E5%BA%A6%E7%99%BB%E5%8F%B0-%E8%B7%A8%E6%B5%B7%E7%BE%A9%E6%BC%94%E5%8A%A9%E5%8F%B0%E9%87%8D%E5%BB%BA-080817164.html,日製海嘯提琴再度登台 跨海義演助台重建,江昭倫,中央廣播電台,2026-02-26T16:08:17+08:00
https://tw.news.yahoo.com/%E7%A7%91%E7%A0%94%E7%BE%8E%E5%AD%B8%E8%BA%8D%E4%B8%8A%E5%9C%8B%E9%9A%9B%E8%88%9E%E5%8F%B0-%EF%BD%9C-korena%E3%80%8A%E7%92%80%E7%92%A8%E6%99%82%E7%A9%BA%E9%AD%9A%E5%AD%90%E6%9D%BE%E9%9C%B2%E6%A5%B5%E8%87%B4%E9%87%91%E8%90%83%E7%B2%BE%E8%8F%AF%E3%80%8B%E6%A6%AE%E7%8D%B2%E7%BE%8E%E5%9C%8Bmuse%E8%A8%AD%E8%A8%88%E5%A4%A7%E7%8D%8E---%E9%87%91%E7%8D%8E-080821174.html,科研美學躍上國際舞台 ｜ KORENA《璀璨時空魚子松露極致金萃精華》榮獲美國MUSE設計大獎 - 金獎,DECO TV,DECO TV,2026-02-26T16:08:21+08:00
https://tw.news.yahoo.com/%E7%B6%B2%E5%82%B3-2026%E5%B9%B43%E6%9C%88%E6%96%B0%E8%A6%8F%E6%8B%92%E6%94%B63%E7%A8%AE%E7%BE%8E%E9%88%94-%E7%82%BA%E8%99%9B%E6%A7%8B%E8%A8%8A%E6%81%AF-080823803.html,網傳「2026年3月新規拒收3種美鈔」為虛構訊息,Taiwan FactCheck Center,台灣事實查核中心,2026-02-26T16:08:23+08:00
https://tw.news.yahoo.com/%E7%BE%8E%E6%9C%80%E9%AB%98%E6%B3%95%E9%99%A2%E8%A3%81%E5%AE%9A%E9%97%9C%E7%A8%85%E9%81%95%E6%86%B2-%E9%84%AD%E9%BA%97%E5%90%9B-%E4%B8%8D%E6%B6%89232%E6%A2%9D%E6%AC%BE-%E6%88%91%E5%9C%8B%E6%9C%80%E6%83%A0%E5%9C%8B%E5%BE%85%E9%81%87%E4%B8%8D%E8%AE%8A-071728737.html,美最高法院裁定關稅違憲 鄭麗君：不涉232條款、我國最惠國待遇不變,民視新聞網,民視,2026-02-26T16:08:28+08:00
https://tw.news.yahoo.com/%E5%8F%B0%E7%81%A3%E7%87%88%E6%9C%83%E5%B0%87%E8%BE%A6team-taiwan%E5%A4%A7%E9%81%8A%E8%A1%8C-%E5%9C%96-080839475.html,台灣燈會將辦TEAM TAIWAN大遊行 (圖),The Central News Agency 中央通訊社,中央社,2026-02-26T16:08:39+08:00
https://tw.news.yahoo.com/%E7%B6%93%E5%85%B8%E8%B3%BD-%E9%BE%8D%E6%81%A9%E5%82%B7%E9%80%80%E4%B8%AD%E8%8F%AF%E9%9A%8A-%E9%81%8B%E5%8B%95%E9%83%A8-%E6%95%99%E7%B7%B4%E5%9C%98%E5%BE%9E%E5%9C%8B%E5%85%A7%E8%81%B7%E6%A3%92%E9%81%B8%E6%89%8B%E8%A9%95%E4%BC%B0-080857099.html,經典賽》龍恩傷退中華隊 運動部：教練團從國內職棒選手評估,王千豪,中時新聞網,2026-02-26T16:08:57+08:00
https://tw.news.yahoo.com/%E6%96%B0%E5%8F%B0%E5%B9%A3%E5%8D%878-9%E5%88%86-%E6%94%B631-251%E5%85%83-080903037.html,新台幣升8.9分 收31.251元,The Central News Agency 中央通訊社,中央社,2026-02-26T16:09:03+08:00
https://tw.news.yahoo.com/%E6%9D%B1%E7%9F%B3%E7%83%A4%E8%9A%B5%E9%A4%90%E5%BB%B3%E6%98%A5%E7%AF%80%E9%A3%9F%E7%89%A9%E4%B8%AD%E6%AF%92-%E6%95%B8%E5%8D%81%E4%BA%BA%E4%B8%8A%E5%90%90%E4%B8%8B%E7%80%89%E5%B0%B1%E9%86%AB-062821643.html,東石烤蚵餐廳春節食物中毒 數十人上吐下瀉就醫,民視新聞網,民視,2026-02-26T16:09:05+08:00
https://tw.news.yahoo.com/%E5%85%83%E5%AE%B5%E7%AF%80%E5%89%8D%E5%BE%8C-%E4%BA%94%E5%8D%81%E8%82%A9-%E9%AB%98%E5%B3%B0-%E9%86%AB%E6%9B%9D%E5%8E%9F%E5%9B%A0-080915449.html,元宵節前後「五十肩」高峰！醫曝原因,記者張乃文／台北報導,今日新聞NOWNEWS,2026-02-26T16:09:15+08:00
https://tw.news.yahoo.com/%E5%B7%9D%E6%99%AE%E9%97%9C%E7%A8%85%E8%AE%8A%E5%B1%80-%E9%84%AD%E9%BA%97%E5%90%9B-%E5%B7%B2%E5%8F%96%E5%BE%97-232%E6%A2%9D%E6%AC%BE-%E5%84%AA%E6%83%A0%E5%BE%85%E9%81%87%E4%B8%8D%E8%AE%8A-114903314.html,"川普關稅變局! 鄭麗君:已取得""232條款""優惠待遇不變",民視新聞網,民視,2026-02-26T16:09:16+08:00
https://tw.news.yahoo.com/%E7%B5%95%E9%9D%9E%E8%A9%90%E9%A8%99-line%E5%AE%98%E6%96%B9%E7%99%BC%E8%A8%8A%E6%8F%90%E9%86%92-%E5%B8%B3%E8%99%9F%E5%81%A5%E6%AA%A2-4%E6%8B%9B%E6%B2%92%E5%81%9A%E8%A2%AB%E7%9B%9C%E6%95%91%E4%B8%8D%E5%9B%9E-080920410.html,絕非詐騙！LINE官方發訊提醒「帳號健檢」 4招沒做被盜救不回,林佳鋒,太報,2026-02-26T16:09:20+08:00
https://tw.news.yahoo.com/%E5%8A%A0%E9%9F%93%E9%87%8D%E8%A6%96%E5%8F%B0%E6%B5%B7%E5%92%8C%E5%B9%B3-%E5%A4%96%E4%BA%A4%E9%83%A8-%E5%B1%95%E7%8F%BE%E5%8A%A0%E6%8B%BF%E5%A4%A7-%E8%B2%AB%E7%AB%8B%E5%A0%B4-080925831.html,加韓重視台海和平 外交部：展現加拿大一貫立場,王照坤,中央廣播電台,2026-02-26T16:09:25+08:00
https://tw.news.yahoo.com/%E8%83%8C%E5%85%89%E6%A8%A1%E7%B5%84%E7%B8%BE%E5%84%AA%E7%94%9F%E7%91%9E%E5%84%80%E8%82%A1%E5%83%B9%E6%AE%BA%E8%B7%8C%E5%81%9C-%E8%91%A3%E5%BA%A7%E5%87%BA%E9%9D%A2%E9%87%8B%E7%96%91%E6%9C%AC%E6%A5%AD%E6%AF%9B%E5%88%A9%E5%89%B5%E6%96%B0%E9%AB%98-080925746.html,背光模組績優生瑞儀股價殺跌停 董座出面釋疑本業毛利創新高,陳梅英,自由時報,2026-02-26T16:09:25+08:00
https://tw.news.yahoo.com/%E3%80%8A%E8%8B%B1%E9%9B%84%E8%81%AF%E7%9B%9F%E3%80%8B%E7%B6%AD%E7%88%BE%E6%88%88%E6%96%B0%E9%80%A0%E5%9E%8B%E4%B8%8A%E7%B7%9A%E4%BA%92%E5%8B%95%E7%A7%92%E5%87%BAbug%EF%BC%81%E7%8E%A9%E5%AE%B6%E7%AB%9F%E8%83%BD%E3%80%8C%E8%A7%A3%E9%8E%96%E3%80%8D%E9%9A%B1%E8%97%8F%E7%89%88%E7%B2%89%E7%B4%85%E8%89%B2%E7%B6%AD%E7%88%BE%E6%88%88%E9%80%A0%E5%9E%8B%EF%BC%81-080945369.html,《英雄聯盟》維爾戈新造型上線互動秒出Bug！玩家竟能「解鎖」隱藏版粉紅色維爾戈造型！,閃電,Yahoo遊戲編輯部,2026-02-26T16:09:45+08:00
https://tw.news.yahoo.com/%E7%99%BE%E8%90%AC%E5%B9%B4%E8%96%AA%E4%B8%8D%E6%98%AF%E5%A4%A2-%E5%BD%B0%E9%8A%80%E6%93%B4%E5%A4%A7%E5%BE%B5%E6%89%8D-%E6%96%B0%E5%A2%9E%E7%8D%8E%E5%8B%B5%E9%87%91-080949514.html,百萬年薪不是夢！彰銀擴大徵才 新增獎勵金,記者顏真真／台北報導,今日新聞NOWNEWS,2026-02-26T16:09:49+08:00
https://tw.news.yahoo.com/%E5%8C%97%E5%B8%82%E7%B8%AE%E5%AE%B6%E9%95%B7%E5%B7%A5%E6%99%82%E6%8E%80%E5%8F%A3%E6%B0%B4%E6%88%B0-%E8%97%8D%E9%BB%A8%E5%9C%98%E6%8E%A7%E6%B0%91%E9%80%B2%E9%BB%A8%E6%93%8B-5%E5%84%84%E8%82%B2%E5%AC%B0%E7%95%99%E5%81%9C%E7%8D%8E%E5%8B%B5%E9%A0%90%E7%AE%97-080951396.html,北市縮家長工時掀口水戰 藍黨團控民進黨擋「5億育嬰留停獎勵預算」,Newtalk新聞 |黃建豪 台北市報導,新頭殼,2026-02-26T16:09:51+08:00
https://tw.news.yahoo.com/%E5%89%8D%E4%B8%BB%E6%92%AD%E5%90%B3%E4%B8%AD%E7%B4%9456%E6%AD%B2%E6%B7%8B%E5%B7%B4%E7%99%8C%E9%80%9D-%E7%95%B6%E5%BF%83-%E5%A4%9C%E9%96%93%E7%9B%9C%E6%B1%97-%E6%9A%B4%E7%98%A6-6%E5%A4%A7%E7%84%A1%E8%81%B2%E8%AD%A6%E8%A8%8A-080951164.html,前主播吳中純56歲淋巴癌逝 當心「夜間盜汗、暴瘦」6大無聲警訊,黃 瑛琦,民報,2026-02-26T16:09:51+08:00
https://tw.news.yahoo.com/%E6%96%BD%E6%89%93-%E7%98%A6%E7%98%A6%E9%87%9D-%E8%A6%81%E7%95%B6%E5%BF%83-%E9%AB%98%E9%9B%84%E7%94%B7%E6%96%BD%E6%89%93%E5%BE%8C%E5%B7%A6%E7%9C%BC%E7%88%86%E8%A1%80%E5%B9%BE%E4%B9%8E%E5%A4%B1%E6%98%8E-043549394.html,"施打""瘦瘦針""要當心! 高雄男施打後左眼爆血幾乎失明",民視新聞網,民視,2026-02-26T16:09:54+08:00
https://tw.news.yahoo.com/%E5%BD%B0%E5%8C%96%E7%94%B7%E6%95%99%E7%B7%B4%E6%B6%89%E6%80%A7%E9%A8%B7%E8%BF%94%E6%A0%A1%E5%9F%B7%E6%95%99-%E4%BA%BA%E6%9C%AC%E4%B8%AD%E8%BE%A6-%E6%A0%A1%E6%96%B9%E8%AA%BF%E6%9F%A5%E7%B5%90%E6%9E%9C%E4%B8%8D%E5%90%88%E7%90%86-081002592.html,彰化男教練涉性騷返校執教 人本中辦：校方調查結果不合理,劉曉欣,自由時報,2026-02-26T16:10:02+08:00
https://tw.news.yahoo.com/%E5%BE%9E-%E8%A2%AB%E7%8B%97%E6%BA%9C-%E5%88%B0-%E9%81%9B%E5%A5%BD%E7%8B%97-%E6%8E%8C%E6%8F%A1-081006461.html,從「被狗溜」到「遛好狗」！掌握 3 個散步訓練技巧與狗狗建立散步默契,火報,火報,2026-02-26T16:10:06+08:00
